Dallas User Experience Group,Dallas-User-Experience-Group,http://www.meetup.com/Dallas-User-Experience-Group/,|*|
DFW Immersive Technology,DFW-Immersive-Technology-Meetup,http://www.meetup.com/DFW-Immersive-Technology-Meetup/,|*|
Future Design & Tech: Conversations On Future Design,Future-Design-Tech-Moving-Design-Forward,http://www.meetup.com/Future-Design-Tech-Moving-Design-Forward/,|*|
Ionic Dallas,ionic_dallas,http://www.meetup.com/ionic_dallas/,|*|
Dallas Unity Group,unity3ddallas,http://www.meetup.com/unity3ddallas/,|*|
Dallas Drupal Users Group,dallasdrupal,http://www.meetup.com/dallasdrupal/,|*|
Stacki Dallas,StackiLab-Dallas,http://www.meetup.com/StackiLab-Dallas/,|*|
DFW - Marketing Research Insights & Analytics Meetup,DFW-Marketing-Research-Insights-Analytics-Meetup,http://www.meetup.com/DFW-Marketing-Research-Insights-Analytics-Meetup/,|*|
The Automation Society - Let's take our TIME back.,The-Automation-Society,http://www.meetup.com/The-Automation-Society/,|*|
Southern University Engineers & Architects Alumni,Southern-University-Engineers-Architects-Alumni-Group,http://www.meetup.com/Southern-University-Engineers-Architects-Alumni-Group/,|*|
Security of Things,Security-of-Things,http://www.meetup.com/Security-of-Things/,|*|
Code Chicks of Collin County,CodeChicks,http://www.meetup.com/CodeChicks/,|*|
AR Denton,AR-Denton,http://www.meetup.com/AR-Denton/,|*|
North Dallas WordPress,dallas-wordpress,http://www.meetup.com/dallas-wordpress/,|*|
Dallas Bluemix (CloudFoundry PaaS) Meetup,Dallas-Bluemix-meetup,http://www.meetup.com/Dallas-Bluemix-meetup/,|*|
Dallas / Ft Worth Area MicroStrategy User Group,Dallas-Ft-Worth-Area-MicroStrategy-User-Group,http://www.meetup.com/Dallas-Ft-Worth-Area-MicroStrategy-User-Group/,|*|
Dallas Microsoft Technologies Network,Dallas-Microsoft-Technologies-Network,http://www.meetup.com/Dallas-Microsoft-Technologies-Network/,|*|
Verizon Cloud Hackathon Dallas Meetup,Verizon-Cloud-Hackathon-Boston-Meetup,http://www.meetup.com/Verizon-Cloud-Hackathon-Boston-Meetup/,|*|
Dallas Fort Worth Cloud Computing Group,Dallas-Fort-Worth-Cloud-Computing-Meetup-Group,http://www.meetup.com/Dallas-Fort-Worth-Cloud-Computing-Meetup-Group/,|*|
Dallas Sitefinity User Group,Dallas-Sitefinity-User-Group,http://www.meetup.com/Dallas-Sitefinity-User-Group/,|*|
DFW Agile Coaches Network,DFW-Agile-Coaches-Network,http://www.meetup.com/DFW-Agile-Coaches-Network/,|*|
ORCLAPEX-DFW,ORCLAPEX-DFW,http://www.meetup.com/ORCLAPEX-DFW/,|*|
Dinner & Interviews w/ Successful eCommerce Sellers,Dinner-Interviews-w-Successful-eCommerce-Sellers,http://www.meetup.com/Dinner-Interviews-w-Successful-eCommerce-Sellers/,|*|
DFW 3D Printing Usergroup,DFW-3D-Printing-Usergroup,http://www.meetup.com/DFW-3D-Printing-Usergroup/,|*|
Google Developer Group Dallas,Google-Developer-Group-Dallas,http://www.meetup.com/Google-Developer-Group-Dallas/,|*|
Dallas VB.NET C#.NET User Group,vb-net,http://www.meetup.com/vb-net/,|*|
Dallas Area (Irving) Web Performance Meetup,Dallas-Area-Irving-Web-Performance-Meetup,http://www.meetup.com/Dallas-Area-Irving-Web-Performance-Meetup/,|*|
DFW Enterprise Vault Users Group,DFW-Enterprise-Vault-Users-Group,http://www.meetup.com/DFW-Enterprise-Vault-Users-Group/,|*|
The Dallas CISSP Meetup Group,cissp-71,http://www.meetup.com/cissp-71/,|*|
GameStop's Agile Center of Excellence,GameStopScrum,http://www.meetup.com/GameStopScrum/,|*|
DFW Graphic & Web Design Circles,DFW-Graphic-Web-Design-Circles,http://www.meetup.com/DFW-Graphic-Web-Design-Circles/,|*|
DFW Conference Marketing,dfw-conference-marketing,http://www.meetup.com/dfw-conference-marketing/,|*|
Reality Computing Dallas,http-realitycomputing-typepad-com,http://www.meetup.com/http-realitycomputing-typepad-com/,|*|
Ember Dallas,Ember-Dallas,http://www.meetup.com/Ember-Dallas/,|*|
The Geek House,GeekHouseDallas,http://www.meetup.com/GeekHouseDallas/,|*|
Dallas Plussers Network - The Dallas Google Plus Community,Dallas-Plussers-Network,http://www.meetup.com/Dallas-Plussers-Network/,|*|
Women Techmakers Dallas/ Ft. Worth,Women-Techmakers-DFW,http://www.meetup.com/Women-Techmakers-DFW/,|*|
DFW C++ User Group,DFW-Cpp-User-Group,http://www.meetup.com/DFW-Cpp-User-Group/,|*|
PrimeTime Code - WordPress,PrimeTimeCode,http://www.meetup.com/PrimeTimeCode/,|*|
AIIM DFW Chapter - All Things Information Management Meetup,AIIMDFW,http://www.meetup.com/AIIMDFW/,|*|
Dallas Data Brewery,dallas-data-brewery,http://www.meetup.com/dallas-data-brewery/,|*|
The Monthly Metroplex Monitoring and Metrics Meetup,The-Monthly-Metroplex-Monitoring-and-Metrics-Meetup,http://www.meetup.com/The-Monthly-Metroplex-Monitoring-and-Metrics-Meetup/,|*|
Innovation Station: Tech StartUp Meetup,Innovation-Station-Tech-StartUp-Meetup,http://www.meetup.com/Innovation-Station-Tech-StartUp-Meetup/,|*|
North Texas Software Asset Management (SAM) Group,North-Texas-Software-Asset-Management-SAM-Group,http://www.meetup.com/North-Texas-Software-Asset-Management-SAM-Group/,|*|
DFW InfoSec Meetup,InfoSecMeetup,http://www.meetup.com/InfoSecMeetup/,|*|
Fort Work - Coworking in Dallas,Fort-Work-Coworking-in-Dallas,http://www.meetup.com/Fort-Work-Coworking-in-Dallas/,|*|
North Texas Cryonauts,North-Texas-Cryonauts,http://www.meetup.com/North-Texas-Cryonauts/,|*|
AppDynamics Dallas User Group,AppDynamics-Dallas-User-Group,http://www.meetup.com/AppDynamics-Dallas-User-Group/,|*|
Dallas Blockchain & Hyperledger Meetup,Dallas-Blockchain-Hyperledger-Meetup,http://www.meetup.com/Dallas-Blockchain-Hyperledger-Meetup/,|*|
Dallas Microsoft SharePoint Meetup,Dallas-Microsoft-SharePoint-Meetup,http://www.meetup.com/Dallas-Microsoft-SharePoint-Meetup/,|*|
DFW PCI User Group,DFW-PCI-User-Group,http://www.meetup.com/DFW-PCI-User-Group/,|*|
Dallas.node,DallasNode,http://www.meetup.com/DallasNode/,|*|
Mac Pro-neur,Mac-Pro-neur,http://www.meetup.com/Mac-Pro-neur/,|*|
DFW Software Defined Networking (SDN) Group,DFWSDN,http://www.meetup.com/DFWSDN/,|*|
Dallas IGDA,Dallas-IGDA,http://www.meetup.com/Dallas-IGDA/,|*|
The DFW Bloggers Classroom,BloggersClassroom,http://www.meetup.com/BloggersClassroom/,|*|
DFW Technology Startups Meetup,Southlake-Technology-Startups-Meetup,http://www.meetup.com/Southlake-Technology-Startups-Meetup/,|*|
WordPress Midcities User Group,WordPress-Midcities-User-Group,http://www.meetup.com/WordPress-Midcities-User-Group/,|*|
World IA Day - Dallas (Information Architecture),World-IA-Day-Dallas-Information-Architecture,http://www.meetup.com/World-IA-Day-Dallas-Information-Architecture/,|*|
Experiential Entertainment Think Tank,EETHINKTANK,http://www.meetup.com/EETHINKTANK/,|*|
Dallas Marketo Practitioners,Dallas-Marketo-Practitioners,http://www.meetup.com/Dallas-Marketo-Practitioners/,|*|
Dallas - Big Data User Group,Dallas-Big-Data,http://www.meetup.com/Dallas-Big-Data/,|*|
BIG DATA OF DALLAS,bigdatainbigd,http://www.meetup.com/bigdatainbigd/,|*|
Xamarin Dallas User Group,Xamarin-Dallas-User-Group,http://www.meetup.com/Xamarin-Dallas-User-Group/,|*|
Dallas - ITPower: Real Life Success for IT Professionals,ITPower,http://www.meetup.com/ITPower/,|*|
Big D for Big T (Big Data for Big Telecom ) Meetup,Big-Data-for-Telecom-Meetup,http://www.meetup.com/Big-Data-for-Telecom-Meetup/,|*|
Scrum.org Professional Scrum Trainers & Engagement Managers,scrumorgpst,http://www.meetup.com/scrumorgpst/,|*|
Dallas Art Gods,dallasartgods,http://www.meetup.com/dallasartgods/,|*|
3D Desktop Labs,3D-Desktop-Labs,http://www.meetup.com/3D-Desktop-Labs/,|*|
The EdTech DFW Meetup,edtechdfw,http://www.meetup.com/edtechdfw/,|*|
Dallas/FW WooCommerce Meetup,DFW-WooCommerce-Meetup,http://www.meetup.com/DFW-WooCommerce-Meetup/,|*|
North Texas Tableau User Group,North-Texas-Tableau-User-Group,http://www.meetup.com/North-Texas-Tableau-User-Group/,|*|
Dallas VR - Virtual Reality Meetup,DallasVR,http://www.meetup.com/DallasVR/,|*|
Dallas Area Transhumanist Association,DallasTranshumanists,http://www.meetup.com/DallasTranshumanists/,|*|
North Texas Drupal,North-Texas-Drupal,http://www.meetup.com/North-Texas-Drupal/,|*|
Dallas/FortWorth(DFW) Data Visualizers,DFW-Data-Visualizers,http://www.meetup.com/DFW-Data-Visualizers/,|*|
Dallas F# User Group,Dallas-F-User-Group,http://www.meetup.com/Dallas-F-User-Group/,|*|
Sitecore User Group - Dallas,Sitecore-User-Group-Dallas,http://www.meetup.com/Sitecore-User-Group-Dallas/,|*|
Social Media Delivered,socialmediadelivered,http://www.meetup.com/socialmediadelivered/,|*|
Results Oriented Web DFW,rowdfw,http://www.meetup.com/rowdfw/,|*|
Dallas Open Hack,Dallas-Open-Hack,http://www.meetup.com/Dallas-Open-Hack/,|*|
Social Media Delivered Fort Worth,socialmediadeliveredfortworth,http://www.meetup.com/socialmediadeliveredfortworth/,|*|
DFW Christian Technologists and Entrepreneurs,DFW-Christian-Technologists-and-Entrepreneurs-Meetup,http://www.meetup.com/DFW-Christian-Technologists-and-Entrepreneurs-Meetup/,|*|
Dallas Office 365 Meetup,Dallas-Office-365-Meetup,http://www.meetup.com/Dallas-Office-365-Meetup/,|*|
dallas d3js meetup,dallas-d3js,http://www.meetup.com/dallas-d3js/,|*|
Dallas BI and Database Engineering,Dallas-BI,http://www.meetup.com/Dallas-BI/,|*|
Dallas Algorithmic Trading,Dallas-Algorithmic-Trading,http://www.meetup.com/Dallas-Algorithmic-Trading/,|*|
Dallas SAP Meetup,Dallas-SAP-Meetup,http://www.meetup.com/Dallas-SAP-Meetup/,|*|
Dallas SDET Meetup,Dallas-SDET-Meetup,http://www.meetup.com/Dallas-SDET-Meetup/,|*|
Dallas Apache Spark Meetup,Dallas-Apache-Spark-Meetup,http://www.meetup.com/Dallas-Apache-Spark-Meetup/,|*|
Apex Ascent Salesforce Developers Meetup,Apex-Ascent-Salesforce-Developers-Meetup,http://www.meetup.com/Apex-Ascent-Salesforce-Developers-Meetup/,|*|
DFW Spotfire Group,DFW-Spotfire-Meetup,http://www.meetup.com/DFW-Spotfire-Meetup/,|*|
DFW DevOps (CI/CD),DFW-DevOps-CI-CD,http://www.meetup.com/DFW-DevOps-CI-CD/,|*|
Okta User Group - Dallas,Okta-User-Group-Dallas,http://www.meetup.com/Okta-User-Group-Dallas/,|*|
Ansible Dallas,Ansible-Dallas,http://www.meetup.com/Ansible-Dallas/,|*|
DFW Vue.js Developers,DFW-Vue-js-Developers,http://www.meetup.com/DFW-Vue-js-Developers/,|*|
ONA Dallas/Fort Worth,ONA-Dallas-Fort-Worth,http://www.meetup.com/ONA-Dallas-Fort-Worth/,|*|
IoT Central | Dallas,IoT-Central-Dallas,http://www.meetup.com/IoT-Central-Dallas/,|*|
React Dallas,ReactDallas,http://www.meetup.com/ReactDallas/,|*|
DFW Sass,DFW-Sass,http://www.meetup.com/DFW-Sass/,|*|
Keep Texas Innovative,keeptexas,http://www.meetup.com/keeptexas/,|*|
Learn Code in Dallas (Flatiron School Study Groups),dallas-flatironschool,http://www.meetup.com/dallas-flatironschool/,|*|
Dallas Corona SDK Meetup,Corona-SDK-Dallas-Meetup,http://www.meetup.com/Corona-SDK-Dallas-Meetup/,|*|
Future of Data: Dallas,futureofdata-dallas,http://www.meetup.com/futureofdata-dallas/,|*|
TIBCO Dallas Area User Group,TIBCO-Dallas-Area-User-Group,http://www.meetup.com/TIBCO-Dallas-Area-User-Group/,|*|
ElmShop - Dallas Elm Web Programming Workshop,ElmShop,http://www.meetup.com/ElmShop/,|*|
Greater Dallas Cyber Security for Control Systems,Greater-Dallas-Cyber-Security-for-Control-Systems,http://www.meetup.com/Greater-Dallas-Cyber-Security-for-Control-Systems/,|*|
Dallas Cloud Computing Meetup,Dallas-Cloud-Computing-Meetup,http://www.meetup.com/Dallas-Cloud-Computing-Meetup/,|*|
Northwestern University MSPA - DFW,Northwestern-University-MSPA-DFW,http://www.meetup.com/Northwestern-University-MSPA-DFW/,|*|
Kx Community Dallas Meetup,kx-dallas,http://www.meetup.com/kx-dallas/,|*|
Dallas - SAP Hybris User Group,Dallas-SAP-Hybris-User-Group,http://www.meetup.com/Dallas-SAP-Hybris-User-Group/,|*|
TensorFlow Dallas Fort Worth,TensorFlow-Dallas-Fort-Worth,http://www.meetup.com/TensorFlow-Dallas-Fort-Worth/,|*|
DFW Improving Web & Mobile App Performance w/New Relic APM,DFW-Improving-Web-Mobile-App-Performance-w-New-Relic-APM,http://www.meetup.com/DFW-Improving-Web-Mobile-App-Performance-w-New-Relic-APM/,|*|
Dallas Data Geeks,dallas-data-geeks,http://www.meetup.com/dallas-data-geeks/,|*|
SaltStack Dallas Meetup,SaltStack-Dallas-Meetup,http://www.meetup.com/SaltStack-Dallas-Meetup/,|*|
Data Center Infrastructure Management (DCIM) - Dallas,DCIMDallas,http://www.meetup.com/DCIMDallas/,|*|
Dallas High Performance Computing (HPC) and Big Data Cloud,Dallas-High-Performance-Computing-HPC-and-Big-Data-Group,http://www.meetup.com/Dallas-High-Performance-Computing-HPC-and-Big-Data-Group/,|*|
Dallas Chef Users Meetup,Dallas-Chef-Users-Meetup,http://www.meetup.com/Dallas-Chef-Users-Meetup/,|*|
Dallas-Fort Worth Lean Startup Circle,DFWLean,http://www.meetup.com/DFWLean/,|*|
DFW Cisco UCS Meetup,DFW-Cisco-UCS-Meetup,http://www.meetup.com/DFW-Cisco-UCS-Meetup/,|*|
Q Review Dallas,Q-Review-Dallas,http://www.meetup.com/Q-Review-Dallas/,|*|
Dallas Streams,Dallas-Streams,http://www.meetup.com/Dallas-Streams/,|*|
Write the Docs (Dallas),Write-the-Docs-Dallas,http://www.meetup.com/Write-the-Docs-Dallas/,|*|
Quack & Hack - Dallas,Quack-Hack-Dallas,http://www.meetup.com/Quack-Hack-Dallas/,|*|
Dynatrace User Group Dallas TX,Dynatrace-User-Group-Dallas-TX,http://www.meetup.com/Dynatrace-User-Group-Dallas-TX/,|*|
DFW API Professionals,DFW-API-Professionals,http://www.meetup.com/DFW-API-Professionals/,|*|
Dallas Chartboost Game Developer Meetup,Dallas-Chartboost-Game-Developer-Meetup,http://www.meetup.com/Dallas-Chartboost-Game-Developer-Meetup/,|*|
Dallas New Relic Meetup,Dallas-New-Relic-Meetup,http://www.meetup.com/Dallas-New-Relic-Meetup/,|*|
Dallas - AEM/CQ/CQ5 Developer Community,Dallas-AEM-CQ5-Developer-Community,http://www.meetup.com/Dallas-AEM-CQ5-Developer-Community/,|*|
Security & API Professionals (S-API),Security-API-Professionals-S-API,http://www.meetup.com/Security-API-Professionals-S-API/,|*|
DevOps@CATECH,DevOps-CATECH,http://www.meetup.com/DevOps-CATECH/,|*|
Dallas-Fort Worth hackathons,Dallas-Fort-Worth-hackathons,http://www.meetup.com/Dallas-Fort-Worth-hackathons/,|*|
ProductTank DFW,ProductTank-DFW,http://www.meetup.com/ProductTank-DFW/,|*|
IxDA DFW,IxDA-DFW,http://www.meetup.com/IxDA-DFW/,|*|
Learn To Program,Learn-To-Program,http://www.meetup.com/Learn-To-Program/,|*|
DFW Elite Group Of Data Collection And Preservation,DFW-Elite-Group-Of-Data-Collection-And-Preservation,http://www.meetup.com/DFW-Elite-Group-Of-Data-Collection-And-Preservation/,|*|
Dallas Cyber Security Group,Dallas-Cyber-Security-Group,http://www.meetup.com/Dallas-Cyber-Security-Group/,|*|
DFW Quantified Self,DFW-Quantified-Self-Meetup-Group,http://www.meetup.com/DFW-Quantified-Self-Meetup-Group/,|*|
Dallas Anaplan User Group,Dallas-Anaplan-User-Group,http://www.meetup.com/Dallas-Anaplan-User-Group/,|*|
Content Strategy,Dallas-Content-Strategy,http://www.meetup.com/Dallas-Content-Strategy/,|*|
Grow DFW - Dallas / Ft Worth Growth Hackers,Dallas-Growth-Hackers,http://www.meetup.com/Dallas-Growth-Hackers/,|*|
Dallas Magento,Dallas-Magento,http://www.meetup.com/Dallas-Magento/,|*|
DFW Couchbase Meetup,DFW-Couchbase-Meetup,http://www.meetup.com/DFW-Couchbase-Meetup/,|*|
DFW Midcities Programming Meetup,Midcities-Programming-Meetup,http://www.meetup.com/Midcities-Programming-Meetup/,|*|
Dallas WordPress in Business Meetup,Dallas-WordPress-in-Business-Meetup,http://www.meetup.com/Dallas-WordPress-in-Business-Meetup/,|*|
DFW Ethereum - You can DAO it,DFW-Ethereum-You-can-DAO-it,http://www.meetup.com/DFW-Ethereum-You-can-DAO-it/,|*|
(Unofficial/Inactive) Dallas MuleSoft User Group,Dallas-MuleSoft-User-Group,http://www.meetup.com/Dallas-MuleSoft-User-Group/,|*|
DFW Area Apache Flink Meetup,DFW-Area-Apache-Flink-Meetup,http://www.meetup.com/DFW-Area-Apache-Flink-Meetup/,|*|
Schimelpfenig - Beginner Tech Group,Schimelpfenig-Beginner-Tech-Group,http://www.meetup.com/Schimelpfenig-Beginner-Tech-Group/,|*|
Dallas Titanium User Group,Dallas-Titanium,http://www.meetup.com/Dallas-Titanium/,|*|
Tarrant County Drupal Meetup,Tarrant-County-Drupal-Meetup,http://www.meetup.com/Tarrant-County-Drupal-Meetup/,|*|
Wallaby WordPress Meetup - DFW,Wallaby-WordPress-Meetup-DFW,http://www.meetup.com/Wallaby-WordPress-Meetup-DFW/,|*|
Dallas Fort-Worth Puppet User Group,Dallas-Fort-Worth-Puppet-User-Group,http://www.meetup.com/Dallas-Fort-Worth-Puppet-User-Group/,|*|
Mobile Monday Dallas / Ft. Worth,Mobile-Monday-Dallas-Ft-Worth,http://www.meetup.com/Mobile-Monday-Dallas-Ft-Worth/,|*|
OpenStack Frisco/Dallas,OpenStack-Cloud-Computing-Meetup,http://www.meetup.com/OpenStack-Cloud-Computing-Meetup/,|*|
Digital Analytics Association - Dallas Chapter,Digital-Analytics-Association-Dallas-Chapter,http://www.meetup.com/Digital-Analytics-Association-Dallas-Chapter/,|*|
Plano Cisco Networking Hangout,Plano-Cisco-Networking-Hangout,http://www.meetup.com/Plano-Cisco-Networking-Hangout/,|*|
Scaling Agile Dallas Texas,Scaling-Agile-Dallas-Texas,http://www.meetup.com/Scaling-Agile-Dallas-Texas/,|*|
North Texas STEM,North-Texas-STEM,http://www.meetup.com/North-Texas-STEM/,|*|
DFW WordPress Developers,DFW-WordPress-Developers,http://www.meetup.com/DFW-WordPress-Developers/,|*|
North Dallas Area Retro Computing,North-Dallas-Area-Retro-Computing,http://www.meetup.com/North-Dallas-Area-Retro-Computing/,|*|
DFW Information Security Meetup,DFW-Information-Security-Meetup,http://www.meetup.com/DFW-Information-Security-Meetup/,|*|
DFW Quantified Self Meet Up Group,DFWQuantifiedSelf,http://www.meetup.com/DFWQuantifiedSelf/,|*|
Fab Now,Fab-Now,http://www.meetup.com/Fab-Now/,|*|
Aerial Enthusiast (Metroplex chapter),Aerial-Enthusiast-Metroplex-chapter,http://www.meetup.com/Aerial-Enthusiast-Metroplex-chapter/,|*|
Dallas Lady Bloggers & Vloggers,Dallas-Lady-Blogger-Vloggera,http://www.meetup.com/Dallas-Lady-Blogger-Vloggera/,|*|
Cowtown Network Technology Social,Cowtown-Network-Technology-Social,http://www.meetup.com/Cowtown-Network-Technology-Social/,|*|
Ansible Fort Worth,Ansible-Fort-Worth,http://www.meetup.com/Ansible-Fort-Worth/,|*|
Fort Worth DevOps Meetup,Fort-Worth-DevOps-Meetup,http://www.meetup.com/Fort-Worth-DevOps-Meetup/,|*|
TECH Nest@TECH Fort Worth,TECH-Nest-TechFW,http://www.meetup.com/TECH-Nest-TechFW/,|*|
Wylie Technology Service Provider Collaboration,Wylie-Technology-Service-Provider-Collaboration,http://www.meetup.com/Wylie-Technology-Service-Provider-Collaboration/,|*|
Command N - Web Application Developers of North Dallas,Command-N-Web-Application-Developers-of-North-Dallas,http://www.meetup.com/Command-N-Web-Application-Developers-of-North-Dallas/,|*|
The Hacker Garage @ Rockwall,HackerGarage,http://www.meetup.com/HackerGarage/,|*|
Fort Worth Data Science Meetup,Fort-Worth-Data-Science-Meetup,http://www.meetup.com/Fort-Worth-Data-Science-Meetup/,|*|
